People_ID,d20,d21,d22,d23,d24,d25,d26,d27
12791,315,392,485,598,731,890,1083,1313
12792,122,160,208,266,334,413,512,627
12793,313,390,482,596,729,888,1079,1309
12794,442,544,670,820,1001,1214,1470,1779
12795,312,388,481,594,728,886,1080,1309
12796,176,225,286,359,445,547,672,820
12797,172,222,281,352,439,540,662,808
12798,299,374,465,573,703,857,1042,1265
12799,203,258,323,403,500,613,750,914
12800,340,421,522,641,786,956,1161,1407
12801,447,550,675,827,1008,1222,1482,1792
12802,371,458,566,698,852,1035,1258,1523
12803,410,506,621,762,930,1129,1369,1657
12804,442,543,669,820,999,1212,1470,1777
12805,404,501,615,756,924,1122,1362,1648
12806,169,218,276,345,429,528,647,791
12807,354,440,543,670,820,997,1213,1468
12808,185,238,302,377,467,574,704,858
12809,173,222,283,357,442,544,668,815
12810,166,213,270,339,422,519,640,780
12811,312,388,480,593,727,885,1078,1307
12812,157,204,261,331,412,508,625,763
12813,120,158,204,262,331,411,509,624
12814,403,500,615,754,921,1118,1356,1641
12815,306,383,476,586,719,876,1066,1293
12816,150,195,249,314,391,482,592,725
12817,204,259,327,409,504,618,756,921
12818,139,180,230,294,368,455,561,687
12819,328,407,503,620,760,925,1125,1364
12820,242,306,383,477,588,718,877,1066
12821,402,497,612,749,916,1112,1349,1633
12822,429,528,649,793,966,1172,1422,1720
12823,137,179,231,291,364,449,553,678
12824,261,329,412,512,631,770,940,1141
12825,171,218,276,349,434,533,655,799
12826,207,264,334,418,519,635,776,945
12827,434,535,658,806,982,1192,1444,1747
12828,441,545,668,820,1000,1213,1471,1779
12829,114,152,198,252,316,392,487,597
12830,350,434,536,658,804,977,1189,1440
12831,329,410,506,623,762,927,1128,1367
12832,115,152,197,251,315,390,483,593
12833,201,255,323,402,496,609,746,909
12834,357,444,550,678,827,1006,1221,1479
12835,290,361,447,551,677,825,1006,1220
12836,293,368,458,567,696,848,1034,1254
12837,404,501,616,754,922,1119,1357,1642
12838,160,208,264,333,416,512,630,769
12839,276,345,428,529,648,791,965,1171
12840,232,293,369,459,564,690,844,1026
12841,412,507,623,764,933,1133,1376,1664
12842,197,250,316,394,487,598,733,893
12843,135,177,228,288,362,448,553,677
12844,156,203,260,330,410,505,621,759
12845,117,156,202,260,327,405,502,615
12846,431,531,654,799,975,1183,1433,1734
12847,250,313,392,487,601,734,895,1088
12848,438,540,663,812,991,1202,1457,1762
12849,169,219,279,351,437,538,660,806
12850,344,427,529,652,799,972,1181,1431
12851,319,396,490,606,743,905,1102,1335
12852,115,152,199,255,323,400,495,608
12853,311,388,480,591,724,882,1073,1301
12854,335,416,516,635,778,946,1150,1394
12855,243,306,383,475,584,714,872,1060
12856,357,441,546,672,821,998,1213,1469
12857,436,538,661,810,988,1199,1453,1758
12858,448,553,679,830,1013,1229,1488,1800
12859,177,228,288,364,450,553,679,828
12860,310,386,480,592,724,882,1075,1303
12861,422,520,641,784,957,1162,1410,1705
12862,224,282,354,439,542,664,810,986
12863,117,156,202,260,328,406,503,617
12864,355,442,547,674,825,1003,1217,1475
12865,293,368,458,564,692,844,1028,1247
12866,425,526,648,792,964,1170,1419,1716
12867,354,439,542,668,817,993,1205,1460
12868,434,537,660,806,984,1194,1446,1750
12869,369,459,566,697,850,1033,1256,1520
12870,284,357,444,547,672,819,999,1212
12871,218,278,350,436,538,658,804,979
12872,278,350,436,540,661,807,983,1193
12873,269,339,423,522,643,784,955,1160
12874,424,524,644,787,961,1166,1415,1711
12875,254,318,396,489,603,736,897,1091
12876,263,330,412,512,629,767,935,1136
12877,407,503,618,760,927,1126,1365,1652
12878,193,247,313,393,485,595,731,890
12879,410,508,625,768,937,1137,1380,1669
12880,256,323,403,502,618,754,920,1118
12881,376,466,576,706,863,1048,1272,1540
12882,203,257,322,403,498,611,749,912
12883,296,370,460,568,695,847,1031,1251
12884,142,184,238,303,381,470,578,708
12885,375,464,572,701,857,1042,1264,1531
12886,295,369,458,568,696,848,1034,1254
12887,198,254,319,397,491,602,737,898
12888,153,197,250,315,392,484,597,729
12889,172,221,280,352,437,538,659,805
12890,273,341,425,527,649,791,966,1172
12891,279,351,435,538,660,805,981,1191
12892,120,158,204,259,328,406,501,615
12893,146,188,240,303,378,467,575,704
12894,323,404,499,614,753,917,1115,1352
12895,218,278,349,436,539,660,807,982
12896,224,285,356,445,550,673,822,1000
12897,180,229,290,366,453,557,683,833
12898,242,304,382,474,585,715,874,1062
12899,244,306,384,478,588,719,879,1068
12900,436,536,658,804,979,1188,1440,1742
12901,162,209,268,339,421,518,636,777
12902,263,332,412,512,630,769,936,1138
12903,265,331,413,511,629,768,936,1137
12904,153,197,253,318,398,490,602,737
12905,242,306,383,477,590,721,878,1068
12906,334,415,513,630,770,937,1140,1381
12907,369,459,565,692,845,1027,1247,1510
12908,224,284,357,446,550,674,823,1002
12909,433,536,657,806,981,1190,1445,1747
12910,135,177,228,291,364,450,554,679
12911,137,179,231,291,364,449,554,678
12912,134,174,224,287,358,442,546,669
12913,345,427,527,650,796,969,1178,1427
12914,430,532,654,799,973,1180,1433,1732
12915,330,409,506,624,762,928,1129,1368
12916,266,335,418,519,638,779,949,1153
12917,409,505,620,759,924,1122,1363,1648
12918,235,295,368,460,568,695,848,1032
12919,381,472,581,713,870,1057,1282,1553
12920,328,407,505,623,762,927,1126,1366
12921,283,356,442,547,670,817,995,1208
12922,378,468,575,708,864,1049,1273,1542
12923,354,441,546,669,820,997,1211,1467
12924,180,232,293,367,457,562,690,841
12925,220,279,351,436,540,661,807,983
12926,352,438,541,666,813,989,1200,1454
12927,335,415,512,632,774,941,1146,1388
12928,125,163,211,268,337,417,516,632
12929,347,431,532,656,802,975,1184,1435
12930,400,496,609,746,910,1105,1340,1622
12931,137,178,229,292,366,452,558,683
12932,282,351,436,541,664,810,985,1197
12933,435,537,661,809,985,1195,1450,1753
12934,179,228,289,363,451,554,680,829
12935,316,392,486,598,732,892,1085,1316
12936,197,249,315,394,487,598,733,893
12937,136,176,227,288,361,446,551,674
12938,314,392,484,599,735,894,1089,1320
12939,236,296,371,460,567,694,847,1030
12940,123,163,212,270,339,420,520,637
12941,227,287,359,445,548,671,821,998
12942,335,415,513,632,773,940,1143,1385
12943,186,238,302,381,473,580,712,868
12944,300,375,465,575,705,859,1045,1268
12945,130,171,221,281,354,437,540,661
12946,438,540,662,812,988,1199,1454,1758
12947,257,321,402,499,614,750,916,1112
12948,129,169,219,281,354,437,539,661
12949,136,177,229,290,363,449,555,679
12950,280,351,437,539,660,805,981,1191
12951,179,229,289,361,450,553,678,827
12952,182,232,294,371,460,565,692,845
12953,246,308,385,477,586,716,873,1062
12954,177,226,286,358,444,546,669,817
12955,217,273,345,430,531,650,794,967
12956,135,175,227,288,360,445,549,672
12957,113,152,196,252,318,395,489,600
12958,144,188,240,305,383,473,582,712
12959,360,447,552,680,832,1011,1229,1488
12960,403,499,614,751,917,1113,1350,1634
12961,330,410,509,627,766,932,1134,1374
12962,392,484,598,735,896,1088,1322,1599
12963,393,485,597,733,893,1084,1317,1593
12964,375,465,572,704,860,1045,1270,1537
12965,367,453,561,687,839,1020,1239,1500
12966,375,463,572,701,858,1043,1267,1534
12967,366,455,560,689,841,1023,1242,1504
12968,216,274,346,429,530,649,794,966
12969,193,248,314,391,485,595,728,888
12970,206,263,331,412,509,624,764,930
12971,373,464,573,705,861,1046,1270,1538
12972,323,403,500,616,755,919,1116,1354
12973,163,211,267,335,417,513,631,771
12974,141,184,238,303,379,468,576,705
12975,336,419,517,637,780,949,1154,1398
12976,184,236,298,374,466,572,702,856
12977,406,501,617,756,922,1119,1358,1643
12978,362,449,553,680,832,1012,1228,1488
12979,228,288,359,449,555,679,832,1011
12980,134,175,225,286,359,444,549,672
12981,364,451,558,685,839,1020,1237,1499
12982,197,252,318,400,494,606,744,905
12983,211,266,335,420,518,635,777,946
12984,111,146,190,245,308,383,474,583
12985,201,256,323,404,498,611,749,912
12986,139,183,234,298,372,459,567,693
12987,205,259,327,407,505,619,756,922
12988,195,248,313,392,485,595,728,888
12989,353,440,542,666,814,990,1204,1458
12990,311,388,480,592,725,884,1074,1303
12991,312,387,479,593,728,886,1079,1308
12992,399,495,609,747,913,1109,1344,1627
12993,221,278,348,432,535,655,801,975
12994,110,147,193,246,311,386,477,587
12995,351,434,538,660,806,980,1191,1443
12996,186,237,301,376,467,573,704,858
12997,142,184,235,297,371,459,567,693
12998,293,368,455,563,690,841,1025,1243
12999,187,237,300,377,467,573,703,857
13000,374,465,572,701,856,1040,1262,1528
13001,302,375,467,575,707,861,1049,1272
13002,365,453,560,688,842,1023,1242,1504
13003,152,196,251,317,395,487,599,733
13004,352,437,541,666,815,991,1205,1459
13005,295,367,456,565,693,845,1028,1248
13006,185,235,296,370,460,565,692,844
13007,370,459,566,694,847,1029,1251,1514
13008,277,345,431,532,655,799,974,1182
13009,343,426,526,646,792,963,1172,1419
13010,241,305,380,474,584,714,872,1060
13011,144,187,241,305,381,470,580,709
13012,206,262,330,411,508,622,761,927
13013,362,448,553,679,828,1007,1224,1482
13014,234,294,368,458,563,689,840,1023
13015,394,488,602,740,902,1095,1328,1608
13016,168,216,275,348,432,531,653,797
13017,227,287,360,449,552,676,827,1006
13018,424,523,644,791,964,1170,1420,1717
13019,422,520,639,781,951,1154,1400,1693
13020,328,410,506,623,762,927,1128,1367
13021,380,470,581,711,869,1056,1284,1553
13022,340,423,523,645,788,959,1165,1412
13023,193,246,309,385,477,586,717,875
13024,411,509,625,765,933,1132,1375,1663
13025,442,545,670,818,998,1210,1466,1773
13026,188,242,305,384,477,585,717,874
13027,356,442,545,672,820,997,1211,1467
13028,386,476,588,722,880,1069,1297,1570
13029,400,493,608,748,914,1110,1346,1629
13030,192,244,309,387,479,587,720,877
13031,129,168,217,276,347,430,531,651
13032,129,168,216,275,344,425,525,644
13033,236,299,373,464,571,698,853,1037
13034,275,346,429,530,652,795,969,1176
13035,175,224,285,357,442,544,667,814
13036,340,422,522,642,785,955,1161,1407
13037,450,555,680,832,1015,1231,1491,1803
13038,333,415,513,630,773,940,1143,1385
13039,252,317,396,490,603,737,900,1093
13040,124,164,211,269,337,417,516,632
13041,193,245,308,385,478,587,720,877
13042,448,554,681,835,1018,1234,1495,1808
13043,184,234,295,368,457,561,688,839
13044,310,386,479,592,724,882,1073,1301
13045,439,540,664,813,992,1203,1459,1764
13046,420,519,638,784,957,1161,1410,1705
13047,426,527,647,791,964,1170,1420,1717
13048,245,307,384,477,586,716,875,1063
13049,383,473,583,717,875,1063,1291,1563
13050,225,284,357,445,550,673,822,1000
13051,444,546,670,819,999,1211,1468,1775
13052,241,304,382,473,581,710,868,1055
13053,269,338,422,524,643,784,957,1161
13054,422,519,637,781,953,1157,1404,1698
13055,446,550,677,828,1011,1226,1487,1798
13056,255,319,398,494,607,741,904,1099
13057,449,554,680,834,1014,1230,1493,1804
13058,420,520,638,780,952,1156,1403,1697
13059,420,520,639,785,959,1163,1412,1707
13060,195,250,317,395,488,599,735,895
13061,159,205,262,333,415,511,628,767
13062,434,537,658,806,981,1191,1444,1746
13063,307,381,472,582,715,871,1061,1286
13064,379,471,579,710,865,1051,1276,1545
13065,239,300,374,463,571,698,851,1036
13066,263,330,412,512,631,770,937,1139
13067,390,482,593,727,888,1079,1310,1585
13068,170,220,281,355,440,541,666,812
13069,449,552,678,828,1008,1223,1483,1793
13070,214,273,343,426,528,646,791,962
13071,159,206,262,333,416,512,628,768
13072,210,265,335,418,515,631,772,940
13073,433,534,655,800,975,1183,1436,1736
13074,363,451,555,684,835,1015,1235,1495
13075,315,393,488,602,737,898,1092,1324
13076,325,406,501,616,753,917,1115,1352
13077,433,535,656,805,981,1191,1443,1746
13078,318,397,491,607,743,904,1101,1334
13079,147,191,246,312,388,479,588,720
13080,194,249,315,394,490,601,736,897
13081,277,345,430,532,653,797,971,1179
13082,135,178,230,292,368,454,561,686
13083,321,400,496,613,749,912,1109,1345
13084,365,454,559,689,841,1022,1241,1503
13085,406,502,619,758,924,1122,1362,1648
13086,373,461,569,701,855,1039,1262,1528
13087,367,455,561,689,841,1022,1242,1504
13088,141,184,238,303,378,467,576,704
13089,203,257,322,401,496,608,745,907
13090,228,288,361,449,553,677,826,1005
13091,302,376,466,575,705,859,1045,1268
13092,445,549,675,827,1006,1220,1478,1788
13093,415,511,629,771,939,1140,1385,1675
13094,181,231,292,366,456,560,688,839
13095,284,354,441,546,670,817,996,1208
13096,197,249,315,392,487,598,733,893
13097,402,498,613,751,916,1112,1350,1633
13098,302,377,469,581,713,869,1059,1284
13099,230,291,366,454,560,685,837,1018
13100,323,401,496,610,748,910,1107,1342
13101,422,520,641,787,961,1166,1413,1710
13102,401,495,610,749,916,1112,1350,1633
13103,194,248,313,392,485,595,730,889
13104,291,363,450,556,684,834,1017,1233
13105,145,188,240,304,380,470,579,708
13106,226,286,360,450,556,681,831,1011
13107,319,396,489,602,737,897,1093,1324
13108,430,532,655,802,977,1186,1437,1739
13109,449,554,681,835,1019,1236,1499,1812
13110,247,309,385,480,591,723,883,1073
13111,238,300,376,466,576,704,859,1045
13112,284,354,441,546,671,819,998,1211
13113,408,504,620,758,924,1122,1362,1648
13114,308,384,475,587,720,877,1068,1295
13115,329,408,505,622,761,926,1126,1365
13116,244,307,384,476,586,716,875,1063
13117,174,224,284,359,447,549,673,822
13118,318,397,491,607,743,904,1100,1333
13119,362,449,555,680,833,1012,1230,1489
13120,116,155,200,255,323,400,497,609
13121,148,194,249,317,396,489,601,735
13122,184,237,300,374,463,568,697,850
13123,229,288,360,449,554,678,829,1008
13124,185,236,300,378,467,573,704,858
13125,338,422,520,639,780,949,1156,1400
13126,147,191,245,310,387,478,589,720
13127,270,339,421,521,641,783,954,1159
13128,323,404,500,614,751,914,1112,1348
13129,439,542,666,816,995,1206,1462,1768
13130,256,321,402,500,614,750,916,1112
13131,143,188,241,305,381,470,578,708
13132,443,546,669,819,997,1209,1467,1773
13133,335,417,515,635,777,946,1151,1394
13134,381,470,578,712,869,1056,1283,1553
13135,239,302,376,469,579,708,866,1052
13136,160,205,263,331,414,510,628,767
13137,417,513,630,774,944,1146,1390,1682
13138,212,267,335,420,520,638,779,949
13139,372,459,567,696,852,1035,1256,1521
13140,368,457,565,694,846,1028,1250,1513
13141,442,543,666,814,993,1204,1459,1765
13142,258,323,403,501,615,751,916,1113
13143,418,518,637,782,952,1155,1402,1695
13144,435,536,659,807,982,1191,1443,1746
13145,329,410,507,623,764,930,1130,1370
13146,386,476,587,720,880,1069,1298,1571
13147,293,368,457,562,691,842,1025,1244
13148,417,515,633,774,943,1145,1390,1681
13149,147,189,244,307,383,472,581,711
13150,420,519,637,779,951,1154,1400,1693
13151,324,404,501,618,757,921,1120,1358
13152,407,504,619,760,927,1126,1367,1654
13153,222,281,352,437,538,659,806,981
13154,339,420,518,638,779,948,1153,1397
13155,199,253,319,397,490,602,738,899
13156,391,485,596,734,896,1088,1322,1599
13157,370,457,563,690,842,1024,1245,1507
13158,226,284,356,446,549,671,820,998
13159,425,526,647,794,967,1174,1425,1723
13160,203,258,326,409,507,621,760,926
13161,116,155,202,258,326,404,498,612
13162,387,479,589,724,883,1073,1303,1577
13163,216,273,344,430,532,651,797,970
13164,182,232,294,371,461,566,694,847
13165,182,234,295,372,463,569,699,852
13166,241,305,382,474,585,715,871,1060
13167,239,303,380,474,585,715,873,1061
13168,110,146,192,245,309,383,476,584
13169,390,482,594,730,891,1082,1314,1590
13170,285,355,440,544,669,816,994,1206
13171,132,171,220,278,349,432,533,653
13172,402,496,610,750,915,1111,1349,1632
13173,291,362,450,555,681,831,1011,1227
13174,245,310,386,478,588,718,878,1066
13175,245,310,386,480,592,724,884,1074
13176,272,340,425,525,644,786,959,1164
13177,350,436,539,663,810,985,1196,1449
13178,319,397,490,605,739,900,1097,1329
13179,409,505,620,759,924,1122,1362,1648
13180,346,431,533,657,803,977,1188,1439
13181,119,159,207,263,332,411,508,623
13182,367,453,561,691,844,1026,1246,1509
13183,156,203,259,327,409,504,620,757
13184,399,493,606,743,905,1099,1335,1615
13185,320,397,493,606,744,906,1102,1336
13186,121,160,209,265,333,413,509,625
13187,378,467,577,710,866,1053,1279,1548
13188,152,197,252,317,397,490,604,738
13189,377,465,574,705,860,1045,1270,1537
13190,174,223,282,354,440,541,664,810
13191,331,413,511,630,770,936,1139,1380
13192,366,454,560,689,843,1025,1243,1506
13193,319,398,494,607,745,906,1104,1337
13194,355,442,547,674,823,1001,1216,1473
13195,129,169,218,276,347,429,529,649
13196,186,238,302,381,473,581,714,869
13197,124,165,213,274,345,427,527,646
13198,154,200,255,321,399,492,604,739
13199,182,232,293,366,455,559,685,836
13200,415,511,629,771,939,1139,1382,1672
13201,250,314,393,487,600,733,894,1087
13202,343,428,527,651,796,969,1177,1426
13203,238,299,374,463,570,696,850,1034
13204,416,512,629,769,939,1139,1381,1671
13205,228,287,359,447,553,677,826,1005
13206,159,206,261,331,412,508,625,763
13207,151,196,250,314,391,482,593,725
13208,349,434,535,660,807,982,1194,1446
13209,201,256,324,405,502,615,753,917
13210,148,192,245,312,389,480,593,724
13211,372,460,569,699,854,1037,1260,1525
13212,363,449,553,681,833,1012,1230,1489
13213,154,200,254,323,403,496,610,746
13214,226,287,360,447,551,674,823,1002
13215,277,346,430,534,655,799,973,1182
13216,292,364,451,556,682,832,1015,1231
13217,206,260,326,406,502,616,753,918
13218,215,274,344,431,534,653,800,973
13219,397,490,603,738,900,1093,1326,1605
13220,299,372,462,570,701,854,1039,1261
13221,268,336,417,517,635,775,946,1148
13222,354,438,542,665,812,987,1199,1453
13223,172,222,281,352,439,540,664,810
13224,222,281,354,443,548,671,820,998
13225,371,459,565,694,848,1031,1252,1516
13226,205,262,330,414,510,625,764,931
13227,401,494,607,746,912,1108,1344,1627
13228,347,432,534,656,803,976,1186,1437
13229,299,374,465,576,705,859,1046,1269
13230,153,198,254,322,402,495,610,745
13231,315,393,487,599,734,893,1088,1318
13232,220,278,350,435,538,658,804,979
13233,335,417,516,637,779,948,1153,1397
13234,145,188,241,307,383,473,584,714
13235,443,547,670,819,999,1212,1469,1777
13236,280,349,435,537,660,805,982,1191
13237,434,537,660,808,984,1194,1449,1752
13238,393,486,599,734,897,1090,1322,1600
13239,281,353,439,543,666,812,990,1201
13240,238,299,373,462,571,698,851,1036
13241,224,284,357,443,548,671,821,998
13242,225,283,354,441,543,664,813,989
13243,294,367,454,560,687,838,1020,1238
13244,189,241,304,380,472,580,710,866
13245,450,555,681,834,1015,1232,1493,1805
13246,112,150,197,254,321,398,493,605
13247,390,481,591,726,885,1075,1305,1580
13248,163,212,268,340,422,520,639,780
13249,350,435,536,661,810,985,1198,1451
13250,388,480,592,728,889,1080,1309,1585
13251,369,458,564,694,848,1030,1252,1515
13252,215,273,342,426,526,644,789,960
13253,197,250,315,394,489,600,735,896
13254,391,484,595,730,890,1082,1312,1589
13255,172,220,279,352,437,537,658,804
13256,378,470,580,714,871,1058,1285,1555
13257,188,241,305,383,476,584,715,872
13258,375,466,573,706,864,1049,1275,1543
13259,420,517,637,782,955,1159,1407,1701
13260,312,389,481,594,727,885,1076,1305
13261,199,255,322,405,500,613,752,915
13262,402,496,610,748,914,1110,1346,1629
13263,207,263,331,414,512,627,766,934
13264,347,432,533,654,799,972,1180,1430
13265,255,320,398,496,611,747,910,1106
13266,174,223,284,359,445,547,670,818
13267,121,159,208,267,335,415,512,629
13268,147,190,244,309,385,476,587,718
13269,315,393,488,600,735,895,1088,1320
13270,386,478,589,723,882,1071,1302,1575
13271,277,345,431,532,653,797,972,1180
13272,123,164,212,272,340,421,519,637
13273,157,204,259,329,409,504,619,757
13274,114,153,199,255,320,396,491,602
13275,184,235,296,373,462,568,695,848
13276,399,492,606,744,910,1105,1342,1623
13277,159,204,261,328,407,502,616,753
13278,364,450,556,684,835,1015,1232,1493
13279,305,379,469,577,709,863,1052,1275
13280,228,288,359,447,552,675,825,1004
13281,385,477,587,719,878,1067,1295,1568
13282,352,438,543,669,817,993,1205,1460
13283,278,349,433,535,656,800,975,1184
13284,154,200,254,319,397,490,603,737
13285,363,451,557,685,837,1017,1234,1495
13286,287,360,449,555,683,832,1015,1231
13287,240,302,379,473,581,710,866,1053
13288,152,197,252,317,397,490,603,737
13289,271,338,420,520,639,780,951,1155
13290,137,178,231,295,369,456,562,688
13291,157,201,256,322,403,496,610,746
13292,181,230,293,368,455,559,685,836
13293,359,446,549,677,829,1008,1223,1482
13294,300,373,462,570,699,852,1037,1258
13295,393,488,602,738,900,1093,1327,1606
13296,174,224,285,360,448,550,675,824
13297,225,283,354,441,543,664,813,989
13298,182,232,294,369,457,562,688,840
13299,247,312,389,481,593,725,886,1076
13300,399,494,607,743,906,1100,1334,1615
13301,258,324,405,502,617,754,921,1118
13302,347,432,535,659,805,979,1189,1441
13303,161,207,264,335,417,514,630,771
13304,340,424,523,644,789,960,1168,1415
13305,376,464,571,703,860,1045,1268,1536
13306,227,285,359,445,551,674,825,1003
13307,378,468,577,710,866,1053,1278,1547
13308,276,347,431,532,653,796,971,1178
13309,123,161,207,263,332,412,508,624
13310,227,286,358,447,552,676,825,1004
13311,112,147,193,248,315,391,484,595
13312,409,506,621,762,929,1127,1367,1654
13313,122,159,208,267,335,415,514,630
13314,214,273,343,429,529,648,791,964
13315,122,160,209,265,335,415,513,629
13316,244,306,384,478,590,721,882,1071
13317,439,542,664,813,991,1202,1458,1763
13318,351,434,535,657,805,979,1189,1441
13319,256,322,401,496,609,743,906,1101
13320,169,218,277,347,433,532,654,798
13321,387,480,591,727,889,1079,1310,1586
13322,419,519,637,782,955,1159,1405,1700
13323,112,150,195,248,313,388,481,591
13324,439,543,668,816,994,1206,1463,1769
13325,319,399,494,607,744,905,1102,1335
13326,228,288,362,450,555,679,829,1009
13327,336,416,514,631,771,938,1142,1383
13328,361,449,554,683,835,1016,1232,1493
13329,449,554,679,831,1013,1228,1490,1801
13330,127,167,215,276,345,427,529,648
13331,230,290,363,452,558,683,836,1016
13332,361,447,553,678,829,1008,1223,1482
13333,255,322,401,499,614,750,916,1112
13334,392,484,598,735,899,1092,1325,1604
13335,249,313,390,485,597,730,892,1083
13336,440,542,665,815,994,1206,1462,1768
13337,337,419,520,640,783,952,1158,1403
13338,132,171,221,280,350,433,533,654
13339,123,162,211,270,340,421,521,638
13340,180,231,294,370,460,565,692,845
13341,164,213,270,341,423,521,642,783
13342,396,490,604,741,904,1098,1333,1613
13343,448,553,680,830,1010,1225,1484,1795
13344,142,184,235,299,373,461,569,696
13345,323,401,497,615,754,918,1115,1352
13346,219,279,350,435,535,655,802,975
13347,407,504,621,759,926,1124,1363,1650
13348,272,341,424,523,645,786,960,1165
13349,354,440,543,666,816,993,1206,1461
13350,401,494,608,745,908,1102,1336,1618
13351,125,165,212,269,339,420,520,637
13352,116,153,198,252,317,394,488,599
13353,362,447,552,679,830,1008,1226,1484
13354,305,380,471,583,714,870,1059,1284
13355,269,336,417,515,634,774,942,1145
13356,254,320,398,495,610,745,910,1105
13357,422,519,639,784,955,1159,1406,1701
13358,185,236,297,375,464,570,699,852
13359,334,416,516,635,778,947,1152,1396
13360,202,258,325,408,506,620,760,925
13361,366,454,559,687,841,1023,1241,1504
13362,185,235,299,375,465,571,700,854
13363,168,215,273,342,425,523,643,785
13364,125,164,213,274,343,425,526,644
13365,242,304,379,473,584,713,872,1059
13366,233,294,369,457,563,688,840,1022
13367,149,194,247,312,390,482,594,726
13368,370,459,565,696,850,1033,1253,1518
13369,176,225,286,359,447,550,676,824
13370,372,462,570,701,855,1038,1262,1527
13371,169,219,279,353,440,541,665,811
13372,122,161,210,267,335,415,514,630
13373,210,267,337,422,521,639,781,951
13374,178,227,287,359,445,547,670,818
13375,406,503,620,762,929,1127,1368,1655
13376,180,232,293,369,459,564,692,844
13377,165,213,272,341,425,523,642,784
13378,220,279,349,435,536,656,803,977
13379,425,523,644,789,963,1168,1418,1714
13380,349,433,534,655,802,975,1184,1435
13381,301,376,467,575,705,860,1048,1271
13382,141,185,236,302,378,466,575,703
13383,139,182,234,298,372,460,568,695
13384,343,427,527,647,793,964,1173,1421
13385,404,500,616,757,926,1124,1365,1651
13386,444,548,674,823,1003,1216,1476,1784
13387,154,199,254,319,399,492,605,740
13388,181,233,294,371,461,567,694,847
13389,150,193,248,312,389,480,592,723
13390,430,530,650,798,973,1181,1433,1733
13391,229,289,362,449,554,678,828,1007
13392,289,362,451,557,685,835,1018,1235
13393,332,411,509,625,766,933,1134,1375
13394,250,316,393,487,600,733,895,1087
13395,415,514,632,776,946,1148,1392,1684
13396,177,228,291,363,451,554,681,830
13397,116,152,199,255,322,399,493,606
13398,337,420,519,640,783,953,1157,1403
13399,139,183,235,298,372,460,567,694
13400,176,226,288,362,449,552,678,827
13401,230,289,362,449,554,678,829,1008
13402,261,327,409,509,625,764,931,1131
13403,366,454,562,689,842,1023,1242,1504
13404,154,198,252,316,396,489,602,736
13405,234,297,370,461,568,694,848,1031
13406,198,252,317,399,495,607,744,906
13407,213,269,338,423,524,642,785,956
13408,175,223,282,354,442,543,666,813
13409,385,476,588,723,882,1071,1300,1574
13410,234,294,368,456,561,687,838,1020
13411,331,411,508,624,763,929,1130,1369
13412,343,428,529,649,792,964,1172,1420
13413,445,547,672,821,1001,1214,1471,1779
13414,329,410,507,623,763,928,1128,1368
13415,329,409,507,623,764,929,1131,1370
13416,287,360,448,552,677,826,1005,1220
13417,411,507,623,765,932,1132,1373,1661
13418,258,324,405,501,616,753,918,1115
13419,254,320,399,495,609,744,906,1102
13420,383,475,586,718,878,1067,1294,1567
13421,226,287,360,450,556,681,832,1012
13422,304,378,470,579,708,863,1051,1275
13423,277,347,432,535,659,803,978,1188
13424,276,347,432,535,658,803,980,1189
13425,161,208,266,338,421,518,637,778
13426,221,279,350,435,538,658,804,979
13427,306,382,475,585,717,873,1063,1289
13428,151,195,250,317,397,490,603,737
13429,238,302,379,469,577,706,862,1048
13430,298,371,460,568,696,848,1033,1253
13431,338,422,523,643,788,958,1163,1410
13432,243,307,382,475,584,713,871,1059
13433,447,549,673,826,1008,1222,1481,1791
13434,338,422,520,640,784,954,1159,1405
13435,225,285,356,444,548,671,820,998
13436,368,456,563,692,846,1029,1248,1512
13437,270,337,419,519,637,777,949,1152
13438,355,442,546,671,820,997,1213,1468
13439,302,375,465,574,703,857,1042,1265
13440,271,338,422,522,642,783,954,1159
13441,135,177,229,291,364,450,555,680
13442,317,395,489,604,740,901,1096,1329
13443,379,470,579,710,866,1053,1277,1547
13444,331,413,512,630,769,936,1138,1379
13445,183,235,296,371,459,564,692,844
13446,414,510,628,770,938,1139,1381,1671
13447,365,453,559,689,841,1022,1241,1503
13448,262,328,411,511,628,767,936,1136
13449,238,301,377,469,579,708,865,1051
13450,168,218,277,350,433,533,655,799
13451,316,395,491,607,743,905,1101,1335
13452,334,416,514,632,775,943,1145,1388
13453,309,386,477,590,723,881,1072,1300
13454,389,482,594,728,888,1079,1309,1585
13455,244,309,387,479,592,723,884,1074
13456,323,403,497,615,754,918,1115,1352
13457,436,536,658,805,981,1190,1443,1745
13458,333,416,515,635,775,943,1147,1390
13459,432,533,654,801,978,1187,1440,1741
13460,392,484,598,734,896,1088,1321,1599
13461,302,376,468,577,707,861,1047,1271
13462,408,503,617,757,925,1123,1361,1648
13463,337,418,517,639,781,951,1155,1400
13464,172,220,281,352,439,540,664,810
13465,289,362,450,557,683,832,1013,1229
13466,405,502,617,755,921,1118,1356,1641
13467,415,512,629,769,938,1139,1382,1672
13468,248,314,392,486,599,732,895,1087
13469,176,225,287,359,445,547,673,820
13470,144,188,240,304,378,467,574,703
13471,163,212,268,340,423,521,640,782
13472,126,167,217,275,347,429,530,650
13473,245,307,384,475,587,717,877,1065
